"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"625","GO:0070578",0.587901192581858,0.999999999999992,1,1,"RISC-loading complex","CC"
"672","GO:0097225",0.587901192581858,0.999999999999992,1,1,"sperm midpiece","CC"
"693","GO:0097598",0.587901192581858,0.999999999999992,1,1,"sperm cytoplasmic droplet","CC"
"761","GO:0099128",0.587901192581858,0.999999999999992,1,1,"mitochondrial [2Fe-2S] assembly complex","CC"
"823","GO:1905360",0.587901192581858,0.999999999999992,1,1,"GTPase complex","CC"
"832","GO:1990221",0.587901192581858,0.999999999999992,1,1,"L-cysteine desulfurase complex","CC"
"833","GO:1990228",0.587901192581858,0.999999999999992,1,1,"sulfurtransferase complex","CC"
"846","GO:1990531",0.587901192581858,0.999999999999992,1,1,"phospholipid-translocating ATPase complex","CC"
"371","GO:0031430",0.587936300978894,0.999999999999986,1,1,"M band","CC"
"286","GO:0030127",0.588015284002653,1.00000000000001,1,1,"COPII vesicle coat","CC"
"80","GO:0002141",0.588208290279496,1,1,1,"stereocilia ankle link","CC"
"81","GO:0002142",0.588208290279496,1,1,1,"stereocilia ankle link complex","CC"
"413","GO:0032426",0.588208290279496,1,1,1,"stereocilium tip","CC"
"553","GO:0044303",0.588208290279496,1,1,1,"axon collateral","CC"
"830","GO:1990075",0.588208290279496,1,1,1,"periciliary membrane compartment","CC"
"850","GO:1990696",0.588208290279496,1,1,1,"USH2 complex","CC"
"85","GO:0005575",0.58970467984374,0.511872408377138,609,1027,"cellular_component","CC"
"148","GO:0005776",0.589773984695118,0.68942158369842,5,8,"autophagosome","CC"
"212","GO:0008328",0.590900971243986,1,1,1,"ionotropic glutamate receptor complex","CC"
"409","GO:0032281",0.590900971243986,1,1,1,"AMPA glutamate receptor complex","CC"
"745","GO:0098878",0.590900971243986,1,1,1,"neurotransmitter receptor complex","CC"
"747","GO:0098890",0.590900971243986,1,1,1,"extrinsic component of postsynaptic membrane","CC"
"748","GO:0098892",0.590900971243986,1,1,1,"extrinsic component of postsynaptic specialization membrane","CC"
"762","GO:0099147",0.590900971243986,1,1,1,"extrinsic component of postsynaptic density membrane","CC"
"194","GO:0005905",0.59163230398308,0.99999999999999,1,1,"clathrin-coated pit","CC"
"283","GO:0030122",0.59163230398308,0.99999999999999,1,1,"AP-2 adaptor complex","CC"
"285","GO:0030125",0.59163230398308,0.99999999999999,1,1,"clathrin vesicle coat","CC"
"287","GO:0030128",0.59163230398308,0.99999999999999,1,1,"clathrin coat of endocytic vesicle","CC"
"289","GO:0030132",0.59163230398308,0.99999999999999,1,1,"clathrin coat of coated pit","CC"
"314","GO:0030666",0.59163230398308,0.99999999999999,1,1,"endocytic vesicle membrane","CC"
"316","GO:0030669",0.59163230398308,0.99999999999999,1,1,"clathrin-coated endocytic vesicle membrane","CC"
"581","GO:0045334",0.59163230398308,0.99999999999999,1,1,"clathrin-coated endocytic vesicle","CC"
"330","GO:0030867",0.592848317092805,0.999999999999981,1,1,"rough endoplasmic reticulum membrane","CC"
"724","GO:0098688",0.592891679824603,1.00000000000003,1,1,"parallel fiber to Purkinje cell synapse","CC"
"300","GO:0030314",0.593177759370602,1.00000000000001,1,1,"junctional membrane complex","CC"
"644","GO:0071144",0.594043454512538,1,1,1,"heteromeric SMAD protein complex","CC"
"101","GO:0005656",0.594268236969603,1.00000000000001,1,1,"nuclear pre-replicative complex","CC"
"487","GO:0036387",0.594268236969603,1.00000000000001,1,1,"pre-replicative complex","CC"
"702","GO:0098536",0.595648808815998,0.999999999999984,1,1,"deuterosome","CC"
"779","GO:0120099",0.595648808815998,0.999999999999984,1,1,"procentriole replication complex","CC"
"483","GO:0036038",0.595907148657179,0.999999999999983,1,1,"MKS complex","CC"
"473","GO:0035748",0.596165325333364,1,1,1,"myelin sheath abaxonal region","CC"
"474","GO:0035749",0.596165325333364,1,1,1,"myelin sheath adaxonal region","CC"
"32","GO:0000506",0.596973223323036,1,1,1,"glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex","CC"
"349","GO:0031085",0.597162074920921,1.00000000000001,1,1,"BLOC-3 complex","CC"
"512","GO:0042827",0.597162074920921,1.00000000000001,1,1,"platelet dense granule","CC"
"659","GO:0090443",0.597453764360417,1.00000000000001,1,1,"FAR/SIN/STRIPAK complex","CC"
"203","GO:0005940",0.598738137629152,1.00000000000002,1,1,"septin ring","CC"
"351","GO:0031105",0.598738137629152,1.00000000000002,1,1,"septin complex","CC"
"407","GO:0032156",0.598738137629152,1.00000000000002,1,1,"septin cytoskeleton","CC"
"754","GO:0099053",0.599933227604725,1.00000000000002,1,1,"activating signal cointegrator 1 complex","CC"
"838","GO:1990391",0.599933227604725,1.00000000000002,1,1,"DNA repair complex","CC"
"729","GO:0098793",0.600053204814415,0.550839449365445,17,29,"presynapse","CC"
"741","GO:0098855",0.600512428159051,0.999999999999992,1,1,"HCN channel complex","CC"
"222","GO:0010009",0.600971790143439,1,1,1,"cytoplasmic side of endosome membrane","CC"
"708","GO:0098560",0.600971790143439,1,1,1,"cytoplasmic side of late endosome membrane","CC"
"710","GO:0098574",0.600971790143439,1,1,1,"cytoplasmic side of lysosomal membrane","CC"
"637","GO:0071008",0.602151817520094,0.999999999999988,1,1,"U2-type post-mRNA release spliceosomal complex","CC"
"453","GO:0034702",0.604652214780221,0.675970193759369,5,8,"monoatomic ion channel complex","CC"
"836","GO:1990316",0.604762674683842,1.00000000000001,1,1,"Atg1/ULK1 kinase complex","CC"
"727","GO:0098723",0.605166718228659,1.00000000000001,1,1,"skeletal muscle myofibril","CC"
"399","GO:0031985",0.605341663624852,0.645979222256902,6,10,"Golgi cisterna","CC"
"477","GO:0035859",0.605570352302015,0.999999999999986,1,1,"Seh1-associated complex","CC"
"603","GO:0061700",0.605570352302015,0.999999999999986,1,1,"GATOR2 complex","CC"
"122","GO:0005726",0.607247761413461,1.00000000000002,1,1,"perichromatin fibrils","CC"
"607","GO:0061832",0.607983578061695,0.999999999999986,1,1,"basal ectoplasmic specialization","CC"
"427","GO:0032797",0.610726450899203,0.81097733925611,2,3,"SMN complex","CC"
"459","GO:0034719",0.610726450899203,0.81097733925611,2,3,"SMN-Sm protein complex","CC"
"48","GO:0000805",0.610946359437117,1.00000000000002,1,1,"X chromosome","CC"
"70","GO:0001740",0.610946359437117,1.00000000000002,1,1,"Barr body","CC"
"366","GO:0031410",0.611856124492166,0.472047962046617,58,99,"cytoplasmic vesicle","CC"
"13","GO:0000172",0.613598801920007,1.00000000000002,1,1,"ribonuclease MRP complex","CC"
"100","GO:0005655",0.613598801920007,1.00000000000002,1,1,"nucleolar ribonuclease P complex","CC"
"321","GO:0030681",0.613598801920007,1.00000000000002,1,1,"multimeric ribonuclease P complex","CC"
"498","GO:0042575",0.613705842794691,0.999999999999971,1,1,"DNA polymerase complex","CC"
"543","GO:0043625",0.613705842794691,0.999999999999971,1,1,"delta DNA polymerase complex","CC"
"21","GO:0000307",0.614355588807403,0.808519547301194,2,3,"cyclin-dependent protein kinase holoenzyme complex","CC"
"546","GO:0044233",0.61488955981957,1.00000000000003,1,1,"mitochondria-associated endoplasmic reticulum membrane contact site","CC"
"694","GO:0097629",0.61488955981957,1.00000000000003,1,1,"extrinsic component of omegasome membrane","CC"
"695","GO:0097632",0.61488955981957,1.00000000000003,1,1,"extrinsic component of phagophore assembly site membrane","CC"
"450","GO:0034666",0.6152997301325,0.999999999999996,1,1,"integrin alpha2-beta1 complex","CC"
"410","GO:0032391",0.61534209815817,0.710192726038497,4,6,"photoreceptor connecting cilium","CC"
"451","GO:0034668",0.615488262854253,1.00000000000001,1,1,"integrin alpha4-beta1 complex","CC"
"452","GO:0034669",0.615488262854253,1.00000000000001,1,1,"integrin alpha4-beta7 complex","CC"
"834","GO:1990229",0.617113610163239,0.806634921324592,2,3,"iron-sulfur cluster assembly complex","CC"
"344","GO:0031074",0.617767956453721,1.00000000000001,1,1,"nucleocytoplasmic transport complex","CC"
"497","GO:0042564",0.617767956453721,1.00000000000001,1,1,"NLS-dependent protein nuclear import complex","CC"
"186","GO:0005883",0.618370352000789,1.00000000000001,1,1,"neurofilament","CC"
"719","GO:0098666",0.618370352000789,1.00000000000001,1,1,"G protein-coupled serotonin receptor complex","CC"
"678","GO:0097362",0.620592649764756,0.999999999999985,1,1,"MCM8-MCM9 complex","CC"
"121","GO:0005721",0.622526907178791,0.802893108459999,2,3,"pericentric heterochromatin","CC"
"61","GO:0000940",0.622786476753084,0.802712248462058,2,3,"outer kinetochore","CC"
"828","GO:1990030",0.624006235648123,0.99999999999998,1,1,"pericellular basket","CC"
"154","GO:0005790",0.625046732373691,1,1,1,"smooth endoplasmic reticulum","CC"
"318","GO:0030673",0.625046732373691,1,1,1,"axolemma","CC"
"236","GO:0015935",0.627538989133534,0.715384445673155,3,5,"small ribosomal subunit","CC"
"590","GO:0048786",0.628221307264928,0.798894766769104,2,3,"presynaptic active zone","CC"
"93","GO:0005634",0.628412936133919,0.418972860816407,313,531,"nucleus","CC"
"463","GO:0035101",0.628642252679287,1.00000000000003,1,1,"FACT complex","CC"
"334","GO:0030896",0.629077851907879,0.798287737655487,2,3,"checkpoint clamp complex","CC"
"548","GO:0044292",0.629527870935579,0.999999999999986,1,1,"dendrite terminus","CC"
"549","GO:0044294",0.629527870935579,0.999999999999986,1,1,"dendritic growth cone","CC"
"550","GO:0044295",0.629527870935579,0.999999999999986,1,1,"axonal growth cone","CC"
"712","GO:0098588",0.630662913550911,0.448206739300375,65,111,"bounding membrane of organelle","CC"
"60","GO:0000939",0.63230693131542,0.795985964931953,2,3,"inner kinetochore","CC"
"249","GO:0016514",0.632328961910304,0.999999999999986,1,1,"SWI/SNF complex","CC"
"353","GO:0031201",0.632335974086289,0.795965166298277,2,3,"SNARE complex","CC"
"494","GO:0042405",0.632939868367135,0.999999999999973,1,1,"nuclear inclusion body","CC"
"536","GO:0043240",0.633096348526686,0.99999999999999,1,1,"Fanconi anaemia nuclear complex","CC"
"394","GO:0031970",0.634769462967422,0.708978427185222,3,5,"organelle envelope lumen","CC"
"584","GO:0046581",0.636181042002904,0.999999999999979,1,1,"intercellular canaliculus","CC"
"783","GO:0120199",0.636909474120134,1.00000000000003,1,1,"cone photoreceptor outer segment","CC"
"232","GO:0015030",0.637025636094758,0.792583995443907,2,3,"Cajal body","CC"
"481","GO:0036019",0.638603789286774,0.791435930787797,2,3,"endolysosome","CC"
"482","GO:0036020",0.638603789286774,0.791435930787797,2,3,"endolysosome membrane","CC"
"373","GO:0031462",0.639217879747912,0.790987789794524,2,3,"Cul2-RING ubiquitin ligase complex","CC"
"140","GO:0005767",0.640468624217248,1,1,1,"secondary lysosome","CC"
"565","GO:0044754",0.640468624217248,1,1,1,"autolysosome","CC"
"785","GO:0120281",0.640468624217248,1,1,1,"autolysosome membrane","CC"
"445","GO:0034045",0.640680429672661,0.789917285485112,2,3,"phagophore assembly site membrane","CC"
"20","GO:0000242",0.641265023885748,0.999999999999994,1,1,"pericentriolar material","CC"
"792","GO:0140513",0.641387418877102,0.439834065915731,59,102,"nuclear protein-containing complex","CC"
"45","GO:0000795",0.64144855923007,0.999999999999986,1,1,"synaptonemal complex","CC"
"46","GO:0000800",0.64144855923007,0.999999999999986,1,1,"lateral element","CC"
"369","GO:0031422",0.64144855923007,0.999999999999986,1,1,"RecQ family helicase-topoisomerase III complex","CC"
"439","GO:0033202",0.64144855923007,0.999999999999986,1,1,"DNA helicase complex","CC"
"568","GO:0045120",0.64144855923007,0.999999999999986,1,1,"pronucleus","CC"
"758","GO:0099086",0.64144855923007,0.999999999999986,1,1,"synaptonemal structure","CC"
"308","GO:0030532",0.64167278096952,0.702762831485,3,5,"small nuclear ribonucleoprotein complex","CC"
"686","GO:0097525",0.64167278096952,0.702762831485,3,5,"spliceosomal snRNP complex","CC"
"335","GO:0030938",0.642303823944932,0.99999999999999,1,1,"collagen type XVIII trimer","CC"
"718","GO:0098651",0.642303823944932,0.99999999999999,1,1,"basement membrane collagen trimer","CC"
"213","GO:0008352",0.642327671667074,0.788706193000025,2,3,"katanin complex","CC"
"759","GO:0099091",0.64321673077587,0.788050143643453,2,3,"postsynaptic specialization, intracellular component","CC"
"5","GO:0000124",0.643323414196517,0.787971307374763,2,3,"SAGA complex","CC"
"817","GO:1904115",0.643807838085245,0.787613025391203,2,3,"axon cytoplasm","CC"
"55","GO:0000922",0.644710794452993,0.584725965338968,7,12,"spindle pole","CC"
"714","GO:0098636",0.644881969954193,0.786816803692248,2,3,"protein complex involved in cell adhesion","CC"
"341","GO:0031011",0.644949975277386,0.786766310197309,2,3,"Ino80 complex","CC"
"190","GO:0005899",0.645417436084355,0.99999999999999,1,1,"insulin receptor complex","CC"
"389","GO:0031941",0.64671272976593,0.785454006850858,2,3,"filamentous actin","CC"
"355","GO:0031248",0.646757763778225,0.582599407016745,7,12,"protein acetyltransferase complex","CC"
"805","GO:1902493",0.646757763778225,0.582599407016745,7,12,"acetyltransferase complex","CC"
"348","GO:0031084",0.647753864314206,0.784675770950361,2,3,"BLOC-2 complex","CC"
"843","GO:1990498",0.648095251432101,0.784420076457397,2,3,"mitotic spindle microtubule","CC"
"88","GO:0005583",0.64929775288147,1.00000000000002,1,1,"fibrillar collagen trimer","CC"
"716","GO:0098643",0.64929775288147,1.00000000000002,1,1,"banded collagen fibril","CC"
"717","GO:0098644",0.64929775288147,1.00000000000002,1,1,"complex of collagen trimers","CC"
"350","GO:0031090",0.65251212342049,0.408250285901991,114,196,"organelle membrane","CC"
"333","GO:0030894",0.653456108503454,0.780371423232974,2,3,"replisome","CC"
"541","GO:0043596",0.653456108503454,0.780371423232974,2,3,"nuclear replication fork","CC"
"542","GO:0043601",0.653456108503454,0.780371423232974,2,3,"nuclear replisome","CC"
"688","GO:0097542",0.656616655893997,0.777954676304678,2,3,"ciliary tip","CC"
"34","GO:0000776",0.660973698185876,0.550157308566664,8,14,"kinetochore","CC"
"35","GO:0000779",0.660973698185876,0.550157308566664,8,14,"condensed chromosome, centromeric region","CC"
"697","GO:0097708",0.662141465418151,0.418593067044601,58,100,"intracellular vesicle","CC"
"547","GO:0044291",0.663199401962062,0.682731578478014,3,5,"cell-cell contact zone","CC"
"43","GO:0000793",0.663851000126976,0.508551123060016,12,21,"condensed chromosome","CC"
"301","GO:0030315",0.664735508750851,0.681263280264718,3,5,"T-tubule","CC"
"338","GO:0030991",0.664741166553733,0.771638283969079,2,3,"intraciliary transport particle A","CC"
"392","GO:0031967",0.666467705378252,0.423091849481498,45,79,"organelle envelope","CC"
"229","GO:0014069",0.666993002567413,0.561208017937476,7,12,"postsynaptic density","CC"
"408","GO:0032279",0.666993002567413,0.561208017937476,7,12,"asymmetric synapse","CC"
"41","GO:0000791",0.667399785118091,0.678703946808832,3,5,"euchromatin","CC"
"79","GO:0002140",0.669007897142633,1.00000000000001,1,1,"stereocilia tip link","CC"
"248","GO:0016461",0.669007897142633,1.00000000000001,1,1,"unconventional myosin complex","CC"
"376","GO:0031477",0.669007897142633,1.00000000000001,1,1,"myosin VII complex","CC"
"839","GO:1990427",0.669007897142633,1.00000000000001,1,1,"stereocilia tip-link density","CC"
"840","GO:1990435",0.669007897142633,1.00000000000001,1,1,"upper tip-link density","CC"
"466","GO:0035253",0.670936849791391,1,1,1,"ciliary rootlet","CC"
"207","GO:0008023",0.675767873795488,0.670559353590642,3,5,"transcription elongation factor complex","CC"
"39","GO:0000785",0.677396031652278,0.429401217151801,31,54,"chromatin","CC"
"33","GO:0000775",0.679564074655817,0.515834168871502,9,16,"chromosome, centromeric region","CC"
"622","GO:0070461",0.682106320028051,0.66428070834118,3,5,"SAGA-type complex","CC"
"706","GO:0098552",0.684831513052977,0.457123627972716,17,30,"side of membrane","CC"
"274","GO:0030027",0.685181599698541,0.608496477553697,4,7,"lamellipodium","CC"
"77","GO:0002116",0.690955568541149,0.999999999999996,1,1,"semaphorin receptor complex","CC"
"126","GO:0005737",0.69228928014879,0.354978141734442,427,726,"cytoplasm","CC"
"346","GO:0031082",0.69544938794883,0.597427433367168,4,7,"BLOC complex","CC"
"102","GO:0005657",0.696038331056433,0.650136047416551,3,5,"replication fork","CC"
"529","GO:0043228",0.700118319517916,0.347137974732225,205,351,"non-membrane-bounded organelle","CC"
"533","GO:0043232",0.700118319517916,0.347137974732225,205,351,"intracellular non-membrane-bounded organelle","CC"
"206","GO:0008021",0.700273133921318,0.592144123211672,4,7,"synaptic vesicle","CC"
"244","GO:0016363",0.70727861282668,0.638364720754763,3,5,"nuclear matrix","CC"
"218","GO:0009898",0.712470634169275,0.543177525409667,5,9,"cytoplasmic side of plasma membrane","CC"
"397","GO:0031982",0.716823006465431,0.358038325684853,59,103,"vesicle","CC"
"478","GO:0035861",0.722496077853994,0.531519221403104,5,9,"site of double-strand break","CC"
"107","GO:0005667",0.724519047017823,0.419172229145253,15,27,"transcription regulator complex","CC"
"158","GO:0005795",0.72822481323761,0.499360384964202,6,11,"Golgi stack","CC"
"4","GO:0000123",0.741572471446119,0.483236355785532,6,11,"histone acetyltransferase complex","CC"
"303","GO:0030425",0.744816390896594,0.395221472314215,15,27,"dendrite","CC"
"682","GO:0097447",0.744816390896594,0.395221472314215,15,27,"dendritic tree","CC"
"571","GO:0045177",0.747358398996141,0.425427776071843,10,18,"apical part of cell","CC"
"709","GO:0098562",0.751944725719197,0.451254727265776,7,13,"cytoplasmic side of membrane","CC"
"390","GO:0031965",0.752730123070696,0.435208588365227,8,15,"nuclear membrane","CC"
"184","GO:0005881",0.753998783576625,0.467863318997787,6,11,"cytoplasmic microtubule","CC"
"731","GO:0098796",0.756671426869339,0.351344348013343,24,43,"membrane protein complex","CC"
"217","GO:0009897",0.764701434128611,0.435214425655846,7,13,"external side of plasma membrane","CC"
"290","GO:0030133",0.770101386497638,0.413359094179164,8,15,"transport vesicle","CC"
"391","GO:0031966",0.772571409703831,0.321377637727258,29,53,"mitochondrial membrane","CC"
"655","GO:0072686",0.776938948396177,0.419477311150279,7,13,"mitotic spindle","CC"
"307","GO:0030496",0.78052618184954,0.399935271871103,8,15,"midbody","CC"
"132","GO:0005758",0.789049918109392,0.570662060541217,2,4,"mitochondrial intermembrane space","CC"
"772","GO:0099572",0.790638353999506,0.386678307836565,8,15,"postsynaptic specialization","CC"
"583","GO:0046540",0.794144219900793,0.563753574724958,2,4,"U4/U6 x U5 tri-snRNP complex","CC"
"687","GO:0097526",0.794144219900793,0.563753574724958,2,4,"spliceosomal tri-snRNP complex","CC"
"357","GO:0031253",0.795654870256069,0.380012178579488,8,15,"cell projection membrane","CC"
"156","GO:0005793",0.796463913255116,0.560568927333744,2,4,"endoplasmic reticulum-Golgi intermediate compartment","CC"
"241","GO:0016324",0.796795785153716,0.378487589329676,8,15,"apical plasma membrane","CC"
"58","GO:0000932",0.801127768976709,0.554090546305093,2,4,"P-body","CC"
"297","GO:0030175",0.801796543494732,0.553153175218557,2,4,"filopodium","CC"
"155","GO:0005791",0.804380939423873,0.549510671051714,2,4,"rough endoplasmic reticulum","CC"
"523","GO:0043204",0.804946674392045,0.438186988894529,4,8,"perikaryon","CC"
"220","GO:0009986",0.805351200341963,0.316887319473973,15,28,"cell surface","CC"
"382","GO:0031594",0.806529554986357,0.477592350435686,3,6,"neuromuscular junction","CC"
"555","GO:0044306",0.808552021996856,0.433044454342928,4,8,"neuron projection terminus","CC"
"123","GO:0005730",0.808558270722887,0.25601195180595,53,95,"nucleolus","CC"
"809","GO:1902555",0.809330936596891,0.473545629552106,3,6,"endoribonuclease complex","CC"
"821","GO:1905348",0.809330936596891,0.473545629552106,3,6,"endonuclease complex","CC"
"569","GO:0045121",0.809898951387267,0.339442248105949,10,19,"membrane raft","CC"
"742","GO:0098857",0.809898951387267,0.339442248105949,10,19,"membrane microdomain","CC"
"594","GO:0055029",0.810939286538395,0.401383396974425,5,10,"nuclear DNA-directed RNA polymerase complex","CC"
"118","GO:0005688",0.813313089067536,0.677986749835579,1,2,"U6 snRNP","CC"
"782","GO:0120115",0.813313089067536,0.677986749835579,1,2,"Lsm2-8 complex","CC"
"105","GO:0005665",0.814835116437147,0.675980114561244,1,2,"RNA polymerase II, core complex","CC"
"794","GO:0140535",0.815341525028367,0.252614821433844,45,82,"intracellular protein-containing complex","CC"
"243","GO:0016328",0.815369253615848,0.53365450496461,2,4,"lateral plasma membrane","CC"
"44","GO:0000794",0.815550005820909,0.464442789029081,3,6,"condensed nuclear chromosome","CC"
"464","GO:0035102",0.815969554876511,0.532770496061884,2,4,"PRC1 complex","CC"
"386","GO:0031901",0.8166404086689,0.421333879268509,4,8,"early endosome membrane","CC"
"648","GO:0071817",0.818709674548024,0.670805814181024,1,2,"MMXD complex","CC"
"677","GO:0097361",0.818709674548024,0.670805814181024,1,2,"cytosolic [4Fe-4S] assembly targeting complex","CC"
"199","GO:0005925",0.819287702560592,0.458890748323177,3,6,"focal adhesion","CC"
"276","GO:0030055",0.819287702560592,0.458890748323177,3,6,"cell-substrate junction","CC"
"253","GO:0016581",0.819896161041059,0.669201987751856,1,2,"NuRD complex","CC"
"661","GO:0090545",0.819896161041059,0.669201987751856,1,2,"CHD-type complex","CC"
"654","GO:0072669",0.820432890239643,0.668473444135215,1,2,"tRNA-splicing ligase complex","CC"
"240","GO:0016323",0.820725562861843,0.415325100939828,4,8,"basolateral plasma membrane","CC"
"734","GO:0098800",0.820765507361442,0.668021006957167,1,2,"inner mitochondrial membrane protein complex","CC"
"324","GO:0030687",0.821082476046123,0.66758917626134,1,2,"preribosome, large subunit precursor","CC"
"570","GO:0045171",0.821314239478735,0.4144538797204,4,8,"intercellular bridge","CC"
"317","GO:0030672",0.821403863702939,0.524680729666627,2,4,"synaptic vesicle membrane","CC"
"764","GO:0099501",0.821403863702939,0.524680729666627,2,4,"exocytic vesicle membrane","CC"
"312","GO:0030662",0.822490684611298,0.523043678468479,2,4,"coated vesicle membrane","CC"
"768","GO:0099522",0.822730130478056,0.665333705823453,1,2,"cytosolic region","CC"
"769","GO:0099523",0.822730130478056,0.665333705823453,1,2,"presynaptic cytosol","CC"
"770","GO:0099524",0.822730130478056,0.665333705823453,1,2,"postsynaptic cytosol","CC"
"180","GO:0005874",0.823003654441327,0.285474737192429,17,32,"microtubule","CC"
"128","GO:0005740",0.823608026042163,0.256745460880153,30,56,"mitochondrial envelope","CC"
"119","GO:0005689",0.823612453212215,0.664118427044952,1,2,"U12-type spliceosomal complex","CC"
"378","GO:0031514",0.82465552317663,0.36123949245032,6,12,"motile cilium","CC"
"14","GO:0000176",0.82510621467059,0.662048963091191,1,2,"nuclear exosome (RNase complex)","CC"
"15","GO:0000177",0.82510621467059,0.662048963091191,1,2,"cytoplasmic exosome (RNase complex)","CC"
"16","GO:0000178",0.82510621467059,0.662048963091191,1,2,"exosome (RNase complex)","CC"
"822","GO:1905354",0.82510621467059,0.662048963091191,1,2,"exoribonuclease complex","CC"
"400","GO:0032021",0.825426561684734,0.661603170932213,1,2,"NELF complex","CC"
"309","GO:0030658",0.825638262390009,0.408012403352836,4,8,"transport vesicle membrane","CC"
"193","GO:0005903",0.82570990578343,0.518156279614063,2,4,"brush border","CC"
"251","GO:0016529",0.826485583688723,0.516969966542713,2,4,"sarcoplasmic reticulum","CC"
"593","GO:0051286",0.826964151532369,0.659453637404159,1,2,"cell tip","CC"
"600","GO:0060187",0.826964151532369,0.659453637404159,1,2,"cell pole","CC"
"230","GO:0014704",0.827074779309161,0.659298349583548,1,2,"intercalated disc","CC"
"692","GO:0097550",0.827340255820032,0.658925353467709,1,2,"transcription preinitiation complex","CC"
"446","GO:0034358",0.827593810727353,0.658568648191468,1,2,"plasma lipoprotein particle","CC"
"447","GO:0034364",0.827593810727353,0.658568648191468,1,2,"high-density lipoprotein particle","CC"
"856","GO:1990777",0.827593810727353,0.658568648191468,1,2,"lipoprotein particle","CC"
"656","GO:0072687",0.827608511396835,0.658547953266231,1,2,"meiotic spindle","CC"
"563","GO:0044665",0.827609307666992,0.658546832270649,1,2,"MLL1/2 complex","CC"
"646","GO:0071339",0.827609307666992,0.658546832270649,1,2,"MLL1 complex","CC"
"416","GO:0032449",0.828327312407418,0.657534210939233,1,2,"CBM complex","CC"
"242","GO:0016327",0.828889984733571,0.656738124633713,1,2,"apicolateral plasma membrane","CC"
"113","GO:0005682",0.829494441352691,0.655880425663653,1,2,"U5 snRNP","CC"
"673","GO:0097228",0.82953078635331,0.655828770953113,1,2,"sperm principal piece","CC"
"760","GO:0099092",0.829574390166214,0.655766787382812,1,2,"postsynaptic density, intracellular component","CC"
"315","GO:0030667",0.829980823874271,0.655188383488175,1,2,"secretory granule membrane","CC"
"623","GO:0070531",0.830397140609099,0.654594691939533,1,2,"BRCA1-A complex","CC"
"624","GO:0070552",0.830397140609099,0.654594691939533,1,2,"BRISC complex","CC"
"774","GO:0099634",0.830750678860859,0.441465053976546,3,6,"postsynaptic specialization membrane","CC"
"17","GO:0000214",0.830859331257752,0.653934126372348,1,2,"tRNA-intron endonuclease complex","CC"
"328","GO:0030863",0.831898268088675,0.652443650683125,1,2,"cortical cytoskeleton","CC"
"329","GO:0030864",0.831898268088675,0.652443650683125,1,2,"cortical actin cytoskeleton","CC"
"642","GO:0071014",0.833915456789475,0.649527305382712,1,2,"post-mRNA release spliceosomal complex","CC"
"448","GO:0034399",0.834118619001301,0.43622608682894,3,6,"nuclear periphery","CC"
"789","GO:0140268",0.834307837109167,0.648956543244673,1,2,"endoplasmic reticulum-plasma membrane contact site","CC"
"160","GO:0005798",0.835210355428614,0.647639383146922,1,2,"Golgi-associated vesicle","CC"
"209","GO:0008180",0.8352129682844,0.647635561048357,1,2,"COP9 signalosome","CC"
"208","GO:0008076",0.835592058302766,0.647080484210183,1,2,"voltage-gated potassium channel complex","CC"
"424","GO:0032590",0.835592058302766,0.647080484210183,1,2,"dendrite membrane","CC"
"456","GO:0034705",0.835592058302766,0.647080484210183,1,2,"potassium channel complex","CC"
"354","GO:0031234",0.836675397393936,0.645488259840589,1,2,"extrinsic component of cytoplasmic side of plasma membrane","CC"
"362","GO:0031312",0.838605811012369,0.642628937918952,1,2,"extrinsic component of organelle membrane","CC"
"47","GO:0000803",0.83902405130446,0.642005667330119,1,2,"sex chromosome","CC"
"293","GO:0030136",0.839064188662969,0.641945782564635,1,2,"clathrin-coated vesicle","CC"
"313","GO:0030665",0.839064188662969,0.641945782564635,1,2,"clathrin-coated vesicle membrane","CC"
"103","GO:0005662",0.839097992340811,0.641895337933009,1,2,"DNA replication factor A complex","CC"
"124","GO:0005732",0.839179044526304,0.641774349078546,1,2,"sno(s)RNA-containing ribonucleoprotein complex","CC"
"343","GO:0031021",0.839342610118141,0.64153003483479,1,2,"interphase microtubule organizing center","CC"
"403","GO:0032045",0.839844571571181,0.640778966374191,1,2,"guanyl-nucleotide exchange factor complex","CC"
"442","GO:0033276",0.840374204308911,0.639984360300054,1,2,"transcription factor TFTC complex","CC"
"72","GO:0001772",0.84041965198297,0.639916072893886,1,2,"immunological synapse","CC"
"726","GO:0098691",0.840437761079277,0.639888858550903,1,2,"dopaminergic synapse","CC"
"352","GO:0031143",0.841955024358419,0.637599523853336,1,2,"pseudopodium","CC"
"310","GO:0030659",0.841978241991777,0.253861216442459,19,36,"cytoplasmic vesicle membrane","CC"
"227","GO:0012507",0.843112035128284,0.635841445686916,1,2,"ER to Golgi transport vesicle membrane","CC"
"795","GO:0140672",0.843280449502615,0.635584643651353,1,2,"ATAC complex","CC"
"395","GO:0031974",0.844768566662987,0.188270979195317,211,368,"membrane-enclosed lumen","CC"
"534","GO:0043233",0.844768566662987,0.188270979195317,211,368,"organelle lumen","CC"
"612","GO:0070013",0.844768566662987,0.188270979195317,211,368,"intracellular organelle lumen","CC"
