,GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue
ENSRNOG00000061484,ENSRNOG00000061484.1,6558,287899,Adamts2,NM_001137622,-0.296531156179465,6.01160370010593,2.60509541221952e-06
ENSRNOG00000029205,ENSRNOG00000029205.2,6031,78972,Zfp354c,NM_023988,-0.390894891628894,3.86148480087917,8.28035141903644e-06
ENSRNOG00000030517,ENSRNOG00000030517.2,2355,497896,Zfp879,NM_001134600,-0.248023496865271,0.805094626927295,0.260094705986957
ENSRNOG00000033559,ENSRNOG00000033559.1,318,690675,Cycsl2,XM_039087827,0.0324451980150777,3.79968499158485,0.744939696197392
ENSRNOG00000003634,ENSRNOG00000003634.7,2800,24522,Zfp354a,NM_001429899,-0.04266621179318,3.10004786230612,0.610754797770137
ENSRNOG00000022555,ENSRNOG00000022555.3,1097,497899,Msantd5,NM_001017472,-1.08713213178044,-0.921022535622546,0.00360371248780226
ENSRNOG00000003714,ENSRNOG00000003714.6,1389,287269,Clk4,NM_001013041,0.227211264091359,3.83729790416302,0.00655864137634534
ENSRNOG00000047933,ENSRNOG00000047933.2,1824,100169747,Phykpl,NM_001128196,0.457730062079457,3.26866038660081,5.19218273803699e-05
ENSRNOG00000046272,ENSRNOG00000046272.2,1446,NA,NA,NA,0.313716816254277,8.2082601690875,7.27070588747883e-09
ENSRNOG00000049622,ENSRNOG00000049622.2,777,NA,NA,NA,-0.0187228023792953,4.67616063787514,0.80769690280186
ENSRNOG00000047719,ENSRNOG00000047719.2,2126,NA,NA,NA,-0.0117649152700158,3.48268540581745,0.910620527068192
ENSRNOG00000045965,ENSRNOG00000045965.2,3701,NA,NA,NA,1.53805634394069,2.40284459977089,1.63154906581281e-23
ENSRNOG00000004419,ENSRNOG00000004419.6,423,NA,NA,NA,-0.119944566612522,3.097949842005,0.301095016316832
ENSRNOG00000004563,ENSRNOG00000004563.7,5602,287275,Sec24a,NM_001105780,0.346564066752203,5.42239596414381,3.96340313128016e-08
ENSRNOG00000004820,ENSRNOG00000004820.6,1264,287276,Sar1b,NM_001009622,0.0745675018890987,4.96705570525231,0.282572111918653
ENSRNOG00000004956,ENSRNOG00000004956.7,3179,303113,Jade2,NM_001106998,-0.431172157976247,3.95083773798577,3.94100060160096e-06
ENSRNOG00000005024,ENSRNOG00000005024.4,1781,287278,Cdkn2aipnl,NM_001008278,0.054303205585764,4.26412532546114,0.458665006357138
ENSRNOG00000005064,ENSRNOG00000005064.7,939,NA,NA,NA,0.347069889403458,5.82037612012522,1.16247657972154e-11
ENSRNOG00000059485,ENSRNOG00000059485.1,2833,60396,Cdkl3,NM_001174131,-0.29856744514873,1.19811033420029,0.16651930750627
ENSRNOG00000005389,ENSRNOG00000005389.5,930,24672,Ppp2ca,NM_001429961,-0.00329627807956758,6.49121437431551,0.959053768712105
ENSRNOG00000046717,ENSRNOG00000046717.1,111,NA,NA,NA,0.106378287848549,0.0577729332253175,0.770048507456844
ENSRNOG00000005828,ENSRNOG00000005828.7,1536,287280,Skp1,NM_001007608,-0.0829116271730892,8.60823198418324,0.160637204361263
ENSRNOG00000005872,ENSRNOG00000005872.7,1550,363595,Tcf7,NM_001427430,-1.53784293252231,1.02099025649219,1.1846940174365e-14
ENSRNOG00000006375,ENSRNOG00000006375.6,1800,83529,Vdac1,NM_031353,-0.5864255137838,6.44759694240642,7.45892553788314e-25
ENSRNOG00000006148,ENSRNOG00000006148.6,2410,303122,C10h5orf15,NM_001106999,-0.150611142398242,7.23827110211016,0.0033337139347107
ENSRNOG00000032825,ENSRNOG00000032825.2,461,64640,Rpl30,NM_022699,-0.0530942834736287,7.9629305234274,0.565933582889985
ENSRNOG00000016596,ENSRNOG00000016596.3,4520,266759,Hspa4,NM_153629,-0.0465427504022459,8.36375780002007,0.3659271769621
ENSRNOG00000006943,ENSRNOG00000006943.7,966,NA,NA,NA,-0.0456999363675939,2.34879817192299,0.738308861018
ENSRNOG00000006965,ENSRNOG00000006965.6,10168,303132,Aff4,NM_001107001,0.287509372307217,7.14790377717567,4.24178596645312e-06
ENSRNOG00000048174,ENSRNOG00000048174.2,1494,NA,NA,NA,0.0534681104907275,6.40772110903878,0.492386307112395
ENSRNOG00000007431,ENSRNOG00000007431.8,3137,287285,Shroom1,XM_006246367,0.65150721267795,2.87000225816409,1.63330363220984e-08
ENSRNOG00000007462,ENSRNOG00000007462.7,5327,303135,Septin8,NM_001107002,0.27206951038333,7.1983703033729,6.93967111364728e-09
ENSRNOG00000007515,ENSRNOG00000007515.7,3872,84392,Kif3a,NM_053377,-0.0629304081054184,4.43147400316209,0.407482200710294
ENSRNOG00000033065,ENSRNOG00000033065.5,5175,64012,Rad50,NM_022246,0.140288105405464,6.14296994028053,0.0824858267786037
ENSRNOG00000008144,ENSRNOG00000008144.7,2047,24508,Irf1,NM_012591,0.156091912154052,3.88435129531763,0.058915325446773
ENSRNOG00000008432,ENSRNOG00000008432.7,6189,29726,Slc22a5,NM_019269,-0.103060762949083,2.56369485500524,0.436115879568227
ENSRNOG00000050794,ENSRNOG00000050794.1,1176,24915,Pdlim4,NM_001393871,-0.0502899075967096,4.66792835866525,0.578174883527055
ENSRNOG00000033663,ENSRNOG00000033663.5,2432,360526,P4ha2,NM_001108275,-0.109283246572578,6.23677326451265,0.0777453720888296
ENSRNOG00000009104,ENSRNOG00000009104.6,5148,100362347,Fnip1,NM_001271163,0.626287406063641,5.24157196112012,4.38730195392095e-13
ENSRNOG00000009995,ENSRNOG00000009995.6,5996,303141,Rapgef6,NM_001107003,0.372844260949574,4.98428857578449,4.17978393734003e-05
ENSRNOG00000042449,ENSRNOG00000042449.2,2917,691031,Cdc42se2,NM_001126089,0.788155523441998,5.17384910081214,1.54230746291732e-41
ENSRNOG00000045961,ENSRNOG00000045961.1,1791,686506,Lyrm7,NM_001134729,-0.440743418128754,0.812947452251318,0.0349016231363171
ENSRNOG00000000622,ENSRNOG00000000622.7,590,NA,NA,NA,-0.252217753181309,7.67931479238258,4.72044452863324e-05
ENSRNOG00000010370,ENSRNOG00000010370.7,2864,363599,Tnip1,NM_001108826,0.132802487400037,5.75039095031123,0.0496187332851467
ENSRNOG00000010668,ENSRNOG00000010668.7,2625,79125,Anxa6,NM_024156,-0.269737450761391,8.17078251266064,5.72982140767805e-08
ENSRNOG00000032531,ENSRNOG00000032531.4,630,NA,NA,NA,-0.0980991144597774,9.22356709527901,0.0945929738670837
ENSRNOG00000032902,ENSRNOG00000032902.3,1499,NA,NA,NA,-0.351452403102571,9.03594328896262,1.03750690209066e-07
ENSRNOG00000052219,ENSRNOG00000052219.1,2044,282838,Gm2a,NM_172335,0.140825522440285,7.17243262257124,0.00783354600712501
ENSRNOG00000012356,ENSRNOG00000012356.5,3089,155205,Slc36a1,NM_130415,0.51175954557668,2.30044383518721,0.000108027195553559
ENSRNOG00000012840,ENSRNOG00000012840.7,2063,24791,Sparc,NM_012656,-0.775555060801808,12.6942549445383,3.32653228934631e-37
ENSRNOG00000013118,ENSRNOG00000013118.6,553,84355,Atox1,NM_053359,-0.227399139387609,5.36006555137637,0.00432156355812907
ENSRNOG00000013186,ENSRNOG00000013186.6,6549,171092,G3bp1,NM_133565,0.143672171946668,7.97588178274068,0.0813036735402153
ENSRNOG00000013588,ENSRNOG00000013588.7,2125,25674,Glra1,NM_013133,-1.08647435250958,-0.679872872185908,0.00597948065035146
ENSRNOG00000038478,ENSRNOG00000038478.4,636,497907,Hmgb1l5,NM_001430332,0.0198551880814087,5.39177710168385,0.898945095168835
ENSRNOG00000002423,ENSRNOG00000002423.7,1500,303155,Fam114a2,NM_001402000,0.116151178098158,4.26496234831133,0.179211656988521
ENSRNOG00000002443,ENSRNOG00000002443.3,1903,287299,Mfap3,NM_001007609,-0.137570849411672,3.65336172044046,0.137654676945647
ENSRNOG00000002488,ENSRNOG00000002488.3,3264,170501,Galnt10,NM_130742,-0.160289171293418,6.80676031772717,0.00800271483737052
ENSRNOG00000002575,ENSRNOG00000002575.6,549,360531,Sap30l,NM_001398798,-0.236862748933357,4.79343093969055,0.00433945898131784
ENSRNOG00000031544,ENSRNOG00000031544.5,3178,303158,Larp1,NM_001427639,0.237175903056769,6.40235047328233,1.59022135492096e-05
ENSRNOG00000027259,ENSRNOG00000027259.5,957,691221,Faxdc2,NM_001430287,0.0420709011145887,1.55477282016502,0.80201140258776
ENSRNOG00000002630,ENSRNOG00000002630.5,2200,363603,Cnot8,NM_001008382,0.289390528585002,5.64496883808093,3.5800000882683e-08
ENSRNOG00000002645,ENSRNOG00000002645.7,5005,691231,Gemin5,NM_001172089,0.123550651022851,4.71800363876861,0.075630167441356
ENSRNOG00000027039,ENSRNOG00000027039.5,834,287302,Mrpl22,NM_001105781,-0.187924478164646,4.3774684826171,0.0137878525145025
ENSRNOG00000027008,ENSRNOG00000027008.6,4264,303163,Igtp,NM_001008765,0.233925143105515,2.93248101365718,0.0913824514923505
ENSRNOG00000002682,ENSRNOG00000002682.6,2196,303164,Zfp692,NM_001126272,0.266823504397254,1.58762939095985,0.132356107147965
ENSRNOG00000002713,ENSRNOG00000002713.4,2921,303165,Zfp672,NM_001007669,-0.273851197104405,2.79434647685665,0.0359429547674358
ENSRNOG00000054400,ENSRNOG00000054400.1,2940,690898,Sh3bp5l,NM_001127581,0.0535296574910779,4.42113334913488,0.471086252468177
ENSRNOG00000002873,ENSRNOG00000002873.8,583,287346,Cfap144,NM_001398580,0.204870377603229,-0.522580437386158,0.645665027880818
ENSRNOG00000005408,ENSRNOG00000005408.6,3394,NA,NA,NA,0.134734774259987,4.73986603917712,0.0626675319839746
ENSRNOG00000049132,ENSRNOG00000049132.2,2319,NA,NA,NA,-0.45124908034714,6.28102186057018,5.2750766492643e-13
ENSRNOG00000051868,ENSRNOG00000051868.1,4121,691468,Zfpl,NM_001430295,0.0108263891072528,3.8342514749415,0.900277837443017
ENSRNOG00000023431,ENSRNOG00000023431.6,4888,NA,NA,NA,-0.078486805608081,3.1540044349787,0.417908480913848
ENSRNOG00000014712,ENSRNOG00000014712.7,4102,303173,Zfp39,NM_001107004,0.261863890255317,2.46807269293173,0.062216914923349
ENSRNOG00000049219,ENSRNOG00000049219.1,1891,360533,Rnf187,NM_001164264,-0.013564277850758,6.40894726790676,0.844075308991657
ENSRNOG00000053582,ENSRNOG00000053582.1,138,NA,NA,NA,-0.0564298234106855,0.100223227698618,0.888605514744926
ENSRNOG00000022983,ENSRNOG00000022983.5,1952,64702,Trim17,NM_022798,0.0598562326340715,1.28307387718921,0.757115572887761
ENSRNOG00000002915,ENSRNOG00000002915.7,2323,360534,Trim11,NM_001108276,0.21583918937795,3.65628638128233,0.0223067048173904
ENSRNOG00000058068,ENSRNOG00000058068.1,28192,338458,Obscn,XM_039087219,0.0507561827867255,-0.78502931119565,0.933100946510007
ENSRNOG00000022725,ENSRNOG00000022725.5,3927,NA,NA,NA,-0.255608678201367,1.1713014762062,0.191760271153159
ENSRNOG00000038328,ENSRNOG00000038328.3,2081,497913,Gjc2,NM_001100784,2.71833935365631,-0.349336279264468,2.66458062592045e-18
ENSRNOG00000002928,ENSRNOG00000002928.6,951,303179,Guk1,NM_001013115,0.394490491463034,4.66953241736874,1.11595920162204e-05
ENSRNOG00000002943,ENSRNOG00000002943.6,945,287356,Mrpl55,NM_001105782,-0.160824541969998,3.5220459783535,0.0669485451266415
ENSRNOG00000002944,ENSRNOG00000002944.6,1265,303180,C10h1orf35,NM_001100551,-0.0856393977479341,2.43771218442794,0.526412684404381
ENSRNOG00000060229,ENSRNOG00000060229.1,897,64310,Arf1,NM_001414037,-0.218413960936425,7.71147522177634,5.61726959013398e-05
ENSRNOG00000003066,ENSRNOG00000003066.7,609,287357,Wnt9a,NM_001105783,1.55349214716343,0.629380143699092,1.10352773798605e-10
ENSRNOG00000022472,ENSRNOG00000022472.4,1768,303183,Snap47,NM_199389,-0.495093111454179,2.29889358000109,0.00093304059944405
ENSRNOG00000022438,ENSRNOG00000022438.2,1801,287359,Jmjd4,NM_001105784,-0.60737490014825,0.593097279337301,0.0130295959003697
ENSRNOG00000022431,ENSRNOG00000022431.4,1377,100125361,Zfp867,NM_001109677,0.242616925857853,1.48185580555019,0.165638702111775
ENSRNOG00000036318,ENSRNOG00000036318.1,106,NA,NA,NA,-0.469471197299046,8.65927397743597,7.21647539365835e-10
ENSRNOG00000003129,ENSRNOG00000003129.7,3666,287361,Zfp496,NM_001271396,0.468911662963635,5.34495273011481,1.34058097704797e-16
ENSRNOG00000003170,ENSRNOG00000003170.6,4149,287362,Nlrp3,NM_001191642,1.70074095037712,4.20002565774594,1.22204763322378e-135
ENSRNOG00000003226,ENSRNOG00000003226.8,7742,116504,Mprip,NM_001034022,0.38303256604513,8.19092710016123,4.4245804395482e-17
ENSRNOG00000003302,ENSRNOG00000003302.5,3047,303185,Flcn,NM_199390,0.646969400651591,4.04423614617153,1.37415285528011e-12
ENSRNOG00000053943,ENSRNOG00000053943.1,1615,287367,Cops3,NM_001004200,-0.00265350879076889,5.7906692837885,0.980321780540925
ENSRNOG00000003332,ENSRNOG00000003332.6,1315,287368,Nt5m,NM_001105785,0.175952773708746,-0.236819084600076,0.627698374708623
ENSRNOG00000053961,ENSRNOG00000053961.1,1881,497914,Med9,NM_001127302,-0.858559595878449,2.0860746219663,1.85381489246922e-09
ENSRNOG00000054423,ENSRNOG00000054423.1,889,25511,Pemt,NM_013003,-0.61428962579024,0.0173992882864846,0.0471802951911567
ENSRNOG00000060615,ENSRNOG00000060615.1,7592,303188,Rai1,NM_001271207,0.653079924190006,5.3438077320625,1.0406378631881e-28
ENSRNOG00000003463,ENSRNOG00000003463.8,4435,78968,Srebf1,NM_001276707,-0.0889229503739773,3.84855568575893,0.395573802535542
ENSRNOG00000003590,ENSRNOG00000003590.7,2539,360537,Tom1l2,NM_001108277,0.0863253021212627,4.09408895066361,0.296241736267512
ENSRNOG00000021303,ENSRNOG00000021303.4,1814,287371,Drc3,NM_001013857,-1.15543622872699,1.11172635532816,2.76565263798048e-09
ENSRNOG00000003719,ENSRNOG00000003719.5,1462,303190,Atpaf2,NM_001107006,-0.369603159766807,3.00187454930176,0.00028436031139871
ENSRNOG00000003847,ENSRNOG00000003847.7,4412,NA,NA,NA,-0.130141806690094,4.33274409323868,0.187909099685062
ENSRNOG00000055309,ENSRNOG00000055309.1,1095,497915,Drg2,NM_001398843,-0.0398897589449073,3.84932975785436,0.683989523317526
ENSRNOG00000028341,ENSRNOG00000028341.5,4774,303193,Alkbh5,NM_001191643,0.153888579069664,5.28361395486669,0.037751118500559
ENSRNOG00000003948,ENSRNOG00000003948.5,3455,54265,Llgl1,NM_001304613,0.359125595235448,4.5813438428894,0.000852664077779564
ENSRNOG00000004159,ENSRNOG00000004159.5,3998,287375,Flii,NM_001008279,-0.60142982639484,5.75496609987561,9.4264701125092e-30
ENSRNOG00000028208,ENSRNOG00000028208.6,1882,497916,Mief2,NM_001398844,-0.100871544360666,2.62176016393165,0.485696192550158
ENSRNOG00000005099,ENSRNOG00000005099.7,3129,303194,Top3a,NM_001427456,0.526187462133032,3.16244175307629,5.54091626165554e-06
ENSRNOG00000005165,ENSRNOG00000005165.7,3437,497918,Smcr8,NM_001191919,0.520060348399495,3.79819704834142,3.69055720877332e-08
ENSRNOG00000005275,ENSRNOG00000005275.6,2046,287379,Shmt1,NM_001047842,0.88136820240741,3.69392377895761,4.46854416494558e-26
ENSRNOG00000005360,ENSRNOG00000005360.8,1344,287380,Dhrs7b,NM_001008507,-0.104483487922036,4.00300822688992,0.232391153759232
ENSRNOG00000005377,ENSRNOG00000005377.6,1484,303196,Tmem11,NM_001113778,0.00539548417438302,3.50468915285976,0.957981067151653
ENSRNOG00000050567,ENSRNOG00000050567.1,333,NA,NA,NA,0.14583879020279,0.701798810652558,0.53671856032707
ENSRNOG00000006612,ENSRNOG00000006612.7,2316,NA,NA,NA,-0.455163303155752,6.27080394857343,8.08299881542598e-14
ENSRNOG00000032492,ENSRNOG00000032492.5,1921,303201,Usp22,NM_001191644,-0.113174371385283,5.94340970929844,0.100298056783456
ENSRNOG00000002331,ENSRNOG00000002331.5,1751,25375,Aldh3a1,NM_031972,-2.19926897132111,3.08088818822975,5.20363519121448e-53
ENSRNOG00000058116,ENSRNOG00000058116.1,612,NA,NA,NA,0.416518077199274,2.49834141740242,0.00366155091172934
ENSRNOG00000002342,ENSRNOG00000002342.6,3398,65183,Aldh3a2,NM_031731,0.0473232817557378,5.70818511413026,0.505969099069205
ENSRNOG00000002382,ENSRNOG00000002382.7,1600,NA,NA,NA,-1.28621908078674,4.1730284848408,4.82067834118601e-33
ENSRNOG00000002412,ENSRNOG00000002412.7,5359,NA,NA,NA,-0.502188985920735,3.93764857467286,1.62001603943431e-05
ENSRNOG00000047790,ENSRNOG00000047790.2,778,NA,NA,NA,-0.397444827275496,2.14854258015804,0.00262867727598737
ENSRNOG00000060550,ENSRNOG00000060550.1,3790,60443,Epn2,NM_001033914,0.372978450600141,5.34081795383843,5.37409245238852e-09
ENSRNOG00000002724,ENSRNOG00000002724.7,1836,117272,Prpsap2,NM_057131,-0.432157607212466,3.67386504519809,1.36774552966408e-07
ENSRNOG00000002763,ENSRNOG00000002763.6,5638,303206,Ulk2,NM_001191645,-0.118009472454858,5.51327062104624,0.0466001141619503
ENSRNOG00000002899,ENSRNOG00000002899.4,3461,360540,Akap10,NM_001114606,0.0544104384164452,4.5091004327714,0.385217014671998
ENSRNOG00000002903,ENSRNOG00000002903.7,7438,303208,Specc1,NM_001039017,-0.770437030121575,6.9625015937628,6.5113929995023e-43
ENSRNOG00000002922,ENSRNOG00000002922.3,1849,29316,Adora2b,NM_017161,1.40117555976014,-0.601569313749732,0.0105669155149877
ENSRNOG00000002970,ENSRNOG00000002970.6,700,287388,Zswim7,NM_001163492,0.191612897614959,1.34278424136517,0.272382414199746
ENSRNOG00000002977,ENSRNOG00000002977.6,2194,691506,Ttc19,NM_001109644,-0.0991798447101996,3.31881264582427,0.245636237074987
ENSRNOG00000055246,ENSRNOG00000055246.1,8307,54299,Ncor1,NM_001271103,-0.160974215285669,7.14354467556751,0.0143064199855251
ENSRNOG00000003070,ENSRNOG00000003070.4,1585,192263,Pigl,NM_138901,-0.143441086613261,1.12843831773984,0.50615981555356
ENSRNOG00000003086,ENSRNOG00000003086.7,753,501702,Cenpv,NM_001398871,-0.0821741563264541,1.39970688618991,0.694532251285723
ENSRNOG00000042271,ENSRNOG00000042271.3,824,NA,NA,NA,0.260706933718747,10.2278667615381,2.2665365665206e-05
ENSRNOG00000003104,ENSRNOG00000003104.7,2798,29465,Trpv2,NM_001270797,-2.26041903962065,-0.124427671600599,9.14098978672776e-12
ENSRNOG00000058899,ENSRNOG00000058899.1,72,120095405,Snord49a,XR_005490879,0.355323623106254,-0.971738169293083,0.388558096443179
ENSRNOG00000055640,ENSRNOG00000055640.1,72,120095460,Snord65,XR_005490926,1.08872099875092,-0.8835453443233,0.00689258518636574
ENSRNOG00000027286,ENSRNOG00000027286.5,777,NA,NA,NA,0.70301841752688,1.86573153337745,2.42104628226184e-06
ENSRNOG00000003214,ENSRNOG00000003214.5,1773,NA,NA,NA,-0.156888319538123,2.9376379387582,0.160222978502344
ENSRNOG00000045683,ENSRNOG00000045683.2,1504,287382,Mfap4,NM_001034124,-1.29966665567739,4.16880534895588,1.22719259335049e-34
ENSRNOG00000047907,ENSRNOG00000047907.3,4822,114509,Mapk7,NM_001191547,-0.512252830764823,3.91238271733423,1.07090030724908e-05
ENSRNOG00000002462,ENSRNOG00000002462.8,961,287383,B9d1,NM_001105786,-0.411660563836338,2.15529087127887,0.00157595564716341
ENSRNOG00000003215,ENSRNOG00000003215.5,2289,303212,Zfp287,NM_001107008,-0.414233347991483,3.06288164912342,0.000633298507329702
ENSRNOG00000003219,ENSRNOG00000003219.7,4014,NA,NA,NA,-0.606445999435996,4.3718029401527,2.12147153774162e-20
ENSRNOG00000050649,ENSRNOG00000050649.1,1652,687358,Tvp23b,NM_001107568,-0.365031080552147,4.61310710725247,3.51109705122343e-09
ENSRNOG00000003338,ENSRNOG00000003338.6,1982,24660,Pmp22,NM_001429950,0.582975426475717,1.19391377252503,0.00179384600293091
ENSRNOG00000024972,ENSRNOG00000024972.5,2883,NA,NA,NA,-0.0122022837318854,3.24656330067199,0.888222204844159
ENSRNOG00000003424,ENSRNOG00000003424.4,2919,282826,Elac2,NM_172326,0.041287281480549,3.92547806353202,0.608807494978002
ENSRNOG00000003603,ENSRNOG00000003603.8,2584,303222,Arhgap44,NM_001419596,0.0654756735855604,2.71159876408262,0.582443116745595
ENSRNOG00000003669,ENSRNOG00000003669.7,5090,246297,Myocd,NM_001414232,0.561844252995276,4.7856349272024,4.41248477067419e-11
ENSRNOG00000003834,ENSRNOG00000003834.7,1116,287398,Map2k4,NM_001030023,-0.167552759538504,4.56266023611589,0.00967869877127082
ENSRNOG00000003981,ENSRNOG00000003981.5,1671,303226,Zfp18,NM_001012008,-0.104746622646308,3.36706738289681,0.280324797514487
ENSRNOG00000003397,ENSRNOG00000003397.5,1333,287406,Adprm,NM_001009246,0.390935347093088,3.58114696558005,8.13929530693474e-06
ENSRNOG00000028699,ENSRNOG00000028699.5,1578,497930,Sco1,NM_001173374,0.570055734270083,3.72006299689301,1.80890087964735e-13
ENSRNOG00000046276,ENSRNOG00000046276.2,6035,24583,Myh3,NM_012604,0.439830163693901,2.88690643496323,0.00270375952849163
ENSRNOG00000049695,ENSRNOG00000049695.2,18143,287408,Myh1,NM_001135158,0.942277855597495,5.65747426947431,1.69471943699325e-23
ENSRNOG00000050042,ENSRNOG00000050042.2,4437,NA,NA,NA,1.05961220476151,0.542585509031069,2.22981026143271e-06
ENSRNOG00000049361,ENSRNOG00000049361.3,2696,85246,Gas7,NM_001414201,-0.655589880056427,1.46126164697495,7.6360711560803e-05
ENSRNOG00000037718,ENSRNOG00000037718.2,2237,303233,Cfap52,NM_001100968,3.81123353373164,-0.188344058113853,7.41916991221557e-33
ENSRNOG00000003849,ENSRNOG00000003849.4,841,59074,Stx8,NM_031656,0.227957203395285,4.22196711637985,0.0282914774961636
ENSRNOG00000004092,ENSRNOG00000004092.4,1314,287415,Mfap1al1,XM_039087309,-0.156980792677185,2.5772801647173,0.203962377070771
ENSRNOG00000002886,ENSRNOG00000002886.6,7630,79433,Myh10,NM_031520,-0.51431090825708,9.54874599057269,6.76088687500666e-21
ENSRNOG00000004139,ENSRNOG00000004139.8,2379,170845,Ndel1,NM_133320,-0.0364343644031409,6.37239641829677,0.483687082692604
ENSRNOG00000004214,ENSRNOG00000004214.7,1191,287417,Rpl26,NM_001105788,0.0163961691192375,9.71802044090077,0.780308570686108
ENSRNOG00000004668,ENSRNOG00000004668.4,1704,497933,Slc25a35,NM_001109033,0.487791637186559,-0.115798501440419,0.074317757231789
ENSRNOG00000004980,ENSRNOG00000004980.7,837,287419,Rangrf,NM_001105790,-0.73171269137137,2.30089860364253,2.45502285193248e-07
ENSRNOG00000005193,ENSRNOG00000005193.7,7023,287420,Pfas,NM_001105791,0.421253722687085,5.11501781090597,1.14121543072867e-10
ENSRNOG00000005357,ENSRNOG00000005357.7,4242,303238,Ctc1,NM_001107010,0.358656894243321,4.46659100721731,1.16566871928262e-07
ENSRNOG00000005659,ENSRNOG00000005659.6,4404,114592,Aurkb,NM_053749,0.180721386728519,5.78121249500954,0.023066791815049
ENSRNOG00000006513,ENSRNOG00000006513.5,1854,497934,Borcs6,NM_001017474,-0.0356990379350614,1.88443408628499,0.842115052894111
ENSRNOG00000006519,ENSRNOG00000006519.5,1038,691750,Tmem107,NM_001109648,-0.404618687202911,1.92811810023738,0.0116638191881252
ENSRNOG00000006989,ENSRNOG00000006989.7,2177,24803,Vamp2,NM_001429986,0.18848032425509,5.62123714478227,0.000828902573593457
ENSRNOG00000007387,ENSRNOG00000007387.7,4049,287422,Per1,NM_001034125,0.186683104563382,2.91690266543869,0.127951866636187
ENSRNOG00000007391,ENSRNOG00000007391.4,752,287423,Hes7,NM_001105792,0.235096037880793,-1.02936803742564,0.63238586867336
ENSRNOG00000047266,ENSRNOG00000047266.1,96,NA,NA,NA,0.690289059537947,-0.869434222646974,0.0967213761583338
ENSRNOG00000008270,ENSRNOG00000008270.8,3292,303240,Cntrob,NM_001134645,0.515551254137639,3.24325524809388,2.61623544650657e-07
ENSRNOG00000037627,ENSRNOG00000037627.4,901,287427,Trappc1,NM_001039378,-0.137217103416938,4.45873051614881,0.108022346508412
ENSRNOG00000009722,ENSRNOG00000009722.7,6993,303241,Chd3,NM_001419921,-0.0867156575693313,7.78042147421872,0.0902631454828203
ENSRNOG00000045742,ENSRNOG00000045742.2,687,NA,NA,NA,0.181062959779724,1.18707673204159,0.359672743949501
ENSRNOG00000009823,ENSRNOG00000009823.6,711,287429,Naa38,NM_001105794,-0.421184080000736,3.97802731941379,1.896077823747e-05
ENSRNOG00000009870,ENSRNOG00000009870.4,1567,497936,Tmem88,NM_001128155,0.0190416764935692,-0.166263368379742,1
ENSRNOG00000037613,ENSRNOG00000037613.4,4071,363630,Kdm6b,NM_001108829,0.607609913962859,4.77067538265793,2.34827665252958e-13
ENSRNOG00000010520,ENSRNOG00000010520.5,1813,287432,Wrap53,NM_001007610,0.0605878029727963,2.95560240193268,0.590852391777134
ENSRNOG00000010756,ENSRNOG00000010756.7,2192,24842,Tp53,NM_001429993,0.1150962296421,6.62552151021428,0.0413826053848484
ENSRNOG00000011714,ENSRNOG00000011714.7,1007,360547,Sat2,NM_001108278,-0.0543752198442545,2.85915257708223,0.670348557281504
ENSRNOG00000011876,ENSRNOG00000011876.7,2716,287433,Fxr2,NM_001100647,0.219857748031387,5.71257105996378,0.000660361678914451
ENSRNOG00000012162,ENSRNOG00000012162.6,1277,303244,Mpdu1,NM_001107011,0.0221840240261619,3.25954660763042,0.848159359889185
ENSRNOG00000037563,ENSRNOG00000037563.3,1241,287435,Cd68,NM_001031638,-0.725659576098447,-1.11943324998241,0.0804437509910647
ENSRNOG00000030628,ENSRNOG00000030628.2,1770,287436,Eif4a1,NM_199372,-0.361691003755367,9.28086557311401,2.14071044222805e-06
ENSRNOG00000013746,ENSRNOG00000013746.6,2277,303245,Senp3,NM_001013116,0.0521958394021259,5.61484842157903,0.331652255542076
ENSRNOG00000014171,ENSRNOG00000014171.7,1724,287437,Tnfsf13,NM_001009623,0.106827083317689,-1.05130426788907,0.87137579330642
ENSRNOG00000045670,ENSRNOG00000045670.1,1538,360548,Tnfsf12,NM_001001513,-1.03475313730092,3.38321884049656,2.11408773227908e-22
ENSRNOG00000028834,ENSRNOG00000028834.5,6512,363633,Polr2a,NM_001427041,-0.0546373276214,7.71236714676922,0.338861070417583
ENSRNOG00000014519,ENSRNOG00000014519.5,1304,691976,Slc35g3,NM_001127658,-0.0260062192907823,-0.644972672604374,0.949709051299663
ENSRNOG00000014689,ENSRNOG00000014689.7,3228,287441,Zbtb4,NM_001304352,-0.63219560333155,3.61717226861928,8.43072662689364e-11
ENSRNOG00000014698,ENSRNOG00000014698.3,2276,24261,Chrnb1,NM_001395118,0.974518760326719,1.91856344665465,0.000124307479498162
ENSRNOG00000014882,ENSRNOG00000014882.3,2925,170632,Fgf11,NM_130816,-0.721743118414647,0.302660988362346,0.0092780945580697
ENSRNOG00000015430,ENSRNOG00000015430.9,4352,117096,Nlgn2,NM_053992,-0.0157186905098758,3.57423895087052,0.866418937285907
ENSRNOG00000037540,ENSRNOG00000037540.5,951,287442,Tmem256,NM_001170549,-0.422074454357227,3.04141313016996,3.71504053945967e-05
ENSRNOG00000027914,ENSRNOG00000027914.5,1834,360549,Plscr3,NM_001012139,0.0744886733658409,4.83529992572575,0.450827732339143
